Nome_Cliente,Salario_Mensal,Score_Credito,Idade,Cidade,Estado,Metodo_Pagamento,Descricao_Pagamento,Nome_Loja,Categoria_Loja,Data_Compra,Hora_Compra,Final_de_Semana,Valor_Compra,Parcelas,Status_Pagamento
Bella Santos,10663.37,873,24,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fogaça,Restaurante,2025-05-29,21:16,Não,2922.8,11,Pago
Yago Jesus,10062.68,843,34,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moraes,Supermercado,2025-06-18,01:13,Não,1086.34,9,Pago
Olívia da Cunha,5885.82,739,70,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Viana,Supermercado,2025-10-18,23:44,Sim,36.5,1,Pago
Kamilly Andrade,12735.31,330,72,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Barros,Restaurante,2025-06-25,03:33,Não,551.37,4,Pendente
Gabriel Nunes,20058.14,619,26,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Sá,Loja de Roupas,2026-02-19,13:31,Não,2876.46,10,Pago
Theo Andrade,19234.44,451,67,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Freitas,Livraria,2026-03-06,05:22,Não,2625.87,7,Pago
Yago Andrade,18512.44,750,64,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Araújo Fonseca Ltda.,Farmácia,2025-11-11,01:45,Não,1580.81,2,Pago
Isabelly Pacheco,3174.12,658,53,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cruz Abreu S.A.,Supermercado,2025-11-16,04:24,Sim,55.75,1,Atrasado
Liz Moura,6682.14,500,46,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Montenegro da Mata S.A.,Farmácia,2025-08-27,15:03,Não,2154.02,11,Pendente
Maria da Paz,3082.5,456,24,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Novais Pastor - ME,Farmácia,2025-04-07,14:39,Não,2660.32,6,Pago
Caroline Leão,3175.1,401,38,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Melo,Eletrodomésticos,2025-07-16,13:10,Não,839.25,10,Pago
Nicolas da Cruz,16006.14,452,25,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Luz,Loja de Roupas,2025-06-18,11:41,Não,2971.31,3,Atrasado
Manuella Moura,10452.45,353,29,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Peixoto,Supermercado,2025-07-06,06:04,Sim,478.24,10,Atrasado
Mateus Gonçalves,24101.45,941,23,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Pimenta Nogueira - ME,Farmácia,2025-09-22,20:23,Não,763.95,1,Pendente
Maria Cecília Viana,14644.07,372,25,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges Ltda.,Restaurante,2025-05-14,18:32,Não,1943.32,11,Atrasado
Hadassa Viana,24075.15,508,27,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Guerra,Loja de Roupas,2025-12-08,16:52,Não,1261.74,6,Pago
Lorenzo das Neves,20969.25,598,26,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costa,Restaurante,2025-12-27,00:47,Sim,988.21,11,Pendente
Marcelo Santos,14256.01,795,33,Petrópolis,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Loja de Roupas,2025-04-30,09:14,Não,3281.73,3,Atrasado
Francisco Borges,11285.91,734,42,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,Rios,Livraria,2025-09-30,09:20,Não,283.05,11,Pago
Hadassa Duarte,2412.36,541,29,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Correia Silva S.A.,Farmácia,2025-10-28,09:42,Não,2287.85,7,Pago
Valentim Fernandes,13193.23,973,66,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,das Neves,Farmácia,2026-02-20,10:45,Não,241.74,6,Atrasado
Bernardo Viana,9309.54,952,33,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Cirino S.A.,Supermercado,2025-05-09,18:34,Não,2259.97,7,Atrasado
Luiz Otávio Martins,17819.52,681,32,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Alves,Farmácia,2025-09-15,12:22,Não,3118.96,7,Atrasado
Sofia Monteiro,12488.86,691,61,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Eletrodomésticos,2026-01-17,16:54,Sim,652.61,6,Atrasado
Maria Cecília Rios,5785.59,353,28,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costa da Rosa - ME,Livraria,2025-06-02,11:14,Não,2261.26,2,Pago
Maria Alice da Costa,18828.19,854,68,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Marques - EI,Supermercado,2025-11-01,01:58,Sim,834.34,12,Pendente
Theodoro Pires,4333.17,456,48,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,das Neves e Filhos,Loja de Roupas,2025-10-22,19:03,Não,2912.01,1,Atrasado
Allana Teixeira,4738.36,345,35,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Aparecida,Restaurante,2025-11-24,10:23,Não,1343.06,7,Pago
Lavínia Ramos,23346.12,625,36,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cruz,Restaurante,2025-08-21,00:07,Não,1815.96,10,Pago
Enzo Gabriel da Rocha,18339.26,919,40,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,da Rocha - ME,Loja de Roupas,2026-01-29,06:28,Não,759.93,8,Pago
Julia Borges,7362.29,895,48,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Duarte,Loja de Roupas,2025-06-16,01:34,Não,2381.26,6,Pago
Ana Cecília Ramos,1817.61,490,19,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Martins Moraes - ME,Livraria,2025-10-29,03:23,Não,2787.7,2,Pago
João Moreira,12920.01,817,22,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,Fernandes,Livraria,2025-07-21,14:15,Não,643.13,2,Pendente
Pietro Alves,16009.67,996,56,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Campos,Restaurante,2026-02-27,15:10,Não,634.1,5,Pendente
Otávio Novais,13112.89,425,34,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Fernandes Silveira Ltda.,Restaurante,2025-11-09,12:57,Sim,2649.56,10,Pendente
Ana Clara da Luz,4492.56,569,55,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Sousa,Loja de Roupas,2025-09-21,22:06,Sim,1583.0,2,Atrasado
Sara Aparecida,19559.06,369,42,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mata da Rocha e Filhos,Loja de Roupas,2025-10-11,14:42,Sim,1313.63,4,Pendente
Isaac Cavalcanti,23254.36,988,67,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Macedo,Supermercado,2025-12-17,08:41,Não,2536.43,5,Atrasado
Paulo Ferreira,19061.78,574,19,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Guerra Ltda.,Restaurante,2025-07-11,21:59,Não,3294.65,1,Pendente
Ravi Almeida,11783.41,523,69,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rodrigues Moraes Ltda.,Livraria,2025-11-14,07:35,Não,51.13,1,Pendente
João Gabriel Silveira,1901.15,600,64,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,da Cunha,Loja de Roupas,2025-08-03,12:29,Sim,452.32,5,Atrasado
Clara Casa Grande,12620.35,354,35,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Ferreira S/A,Farmácia,2026-01-26,16:31,Não,2498.65,8,Pendente
Arthur Gabriel Moreira,13874.6,484,52,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vasconcelos e Filhos,Restaurante,2026-01-12,13:26,Não,2988.21,4,Atrasado
Liz Carvalho,20479.24,692,50,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Guerra e Filhos,Livraria,2025-12-07,00:58,Sim,890.54,7,Atrasado
Yuri Vasconcelos,1959.68,679,54,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Paz,Livraria,2025-12-06,08:44,Sim,104.74,10,Atrasado
Clara Lima,20057.7,723,75,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Cavalcante Ltda.,Farmácia,2025-07-11,13:16,Não,1341.55,12,Pago
Pietro Nogueira,16959.62,615,61,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Marques S.A.,Eletrodomésticos,2025-04-15,16:29,Não,131.18,2,Pago
Kaique Pacheco,15403.88,543,60,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fonseca Leão S.A.,Livraria,2025-04-25,02:50,Não,3055.92,1,Pago
Hellena Correia,12153.9,567,48,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Barbosa Ltda.,Livraria,2025-09-20,16:09,Sim,1140.33,2,Pago
Luiz Henrique Pereira,14746.6,356,62,Gramado,RS,Presencial,Venda física via maquininha no balcão da loja.,Azevedo S.A.,Livraria,2026-03-23,14:26,Não,1181.27,1,Pendente
Enrico Camargo,11071.32,385,28,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cassiano - EI,Eletrodomésticos,2025-08-27,22:54,Não,1198.46,7,Atrasado
Cauã Farias,24954.57,695,25,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,das Neves,Farmácia,2026-02-18,18:11,Não,2132.26,1,Atrasado
Cauã Silveira,19245.11,570,50,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Cavalcanti Vasconcelos - EI,Livraria,2026-03-09,04:20,Não,596.78,3,Atrasado
Sophia Ferreira,7934.94,986,56,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Mendes,Livraria,2025-08-06,10:14,Não,663.12,2,Pendente
Mariana da Luz,17129.25,667,39,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nunes,Loja de Roupas,2025-06-20,04:29,Não,518.1,10,Pendente
Alexia Leão,6744.59,354,35,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Viana,Livraria,2025-04-11,03:04,Não,1675.57,8,Pendente
Leandro Ramos,15725.97,946,69,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Martins,Loja de Roupas,2025-12-29,14:00,Não,2931.69,7,Pendente
Luiza da Mota,10248.47,507,60,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Duarte,Restaurante,2026-02-16,01:37,Não,764.77,1,Pendente
Aurora Jesus,22559.67,953,59,Caxias do Sul,RS,Presencial,Venda física via maquininha no balcão da loja.,Rezende Rios - EI,Farmácia,2026-04-01,13:04,Não,817.52,4,Pago
Isaque Aparecida,5374.08,390,71,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Melo Ltda.,Loja de Roupas,2026-01-11,13:39,Sim,674.44,7,Atrasado
Luiz Henrique Brito,7225.18,618,67,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vasconcelos,Loja de Roupas,2025-08-11,19:59,Não,782.04,10,Atrasado
Erick Sá,10684.18,653,67,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Farmácia,2025-05-14,09:32,Não,2488.53,1,Pendente
Calebe Casa Grande,5233.57,579,19,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Azevedo - ME,Farmácia,2025-05-03,12:27,Sim,1166.55,8,Atrasado
Ryan Vargas,9855.02,352,66,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Pereira da Rosa S/A,Loja de Roupas,2026-01-16,15:37,Não,2295.24,11,Pago
Alícia Oliveira,3878.7,460,55,Campinas,SP,Presencial,Venda física via maquininha no balcão da loja.,Nascimento,Supermercado,2025-07-03,11:09,Não,2978.05,3,Pendente
Maria Eduarda Silva,3442.83,541,69,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz - EI,Livraria,2025-08-21,03:39,Não,1973.73,10,Pago
Maria Clara Nascimento,22903.7,621,55,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges,Farmácia,2026-02-01,00:55,Sim,2407.34,3,Pendente
Rebeca Alves,2390.42,757,49,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Ferreira,Eletrodomésticos,2026-01-11,15:09,Sim,2905.23,6,Pendente
Isaac Araújo,22295.36,613,46,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Barros - EI,Eletrodomésticos,2025-09-18,08:31,Não,1801.44,12,Pendente
Ana Liz Vargas,17705.26,524,50,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Gomes Jesus S/A,Restaurante,2025-08-11,10:14,Não,1978.54,8,Pendente
Enzo Machado,19970.78,527,70,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Teixeira,Eletrodomésticos,2025-04-06,10:01,Sim,1815.42,3,Pendente
Ravi Lopes,20579.56,885,72,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Pereira e Filhos,Eletrodomésticos,2025-04-28,14:45,Não,1039.47,2,Atrasado
Ana Carolina Pimenta,6489.7,379,48,São José dos Campos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Carvalho S/A,Restaurante,2025-07-06,00:29,Sim,2696.04,5,Pendente
Arthur Cassiano,19766.66,363,40,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Correia e Filhos,Supermercado,2025-06-02,11:54,Não,452.45,6,Pago
Giovanna Albuquerque,13934.81,956,34,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vasconcelos - EI,Restaurante,2025-08-16,10:35,Sim,2975.61,5,Atrasado
Allana Cavalcante,20448.2,558,74,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Casa Grande,Loja de Roupas,2025-10-27,08:08,Não,2675.59,1,Atrasado
Maria Alice Sampaio,7223.45,948,29,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sá - ME,Loja de Roupas,2025-05-24,23:48,Sim,3261.38,3,Atrasado
Henrique Dias,6930.59,666,70,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Duarte Cunha - ME,Loja de Roupas,2026-02-08,14:33,Sim,267.73,6,Pendente
Helena Porto,19863.91,343,71,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Borges,Eletrodomésticos,2026-01-01,22:15,Não,1566.31,11,Pendente
Vitor Gabriel Ramos,9684.22,867,23,Niterói,RJ,Presencial,Venda física via maquininha no balcão da loja.,Pinto,Farmácia,2025-09-05,12:04,Não,1005.34,7,Pago
Matteo da Mata,20492.86,635,50,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mata Machado S.A.,Farmácia,2025-07-10,00:33,Não,2482.32,12,Atrasado
Theo Rios,15822.79,913,28,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira S/A,Loja de Roupas,2026-01-22,11:12,Não,390.51,9,Atrasado
Gael Henrique Correia,4718.49,522,39,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Mendonça,Restaurante,2025-09-23,00:38,Não,811.07,4,Atrasado
João Felipe Rezende,4797.34,853,70,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Martins,Restaurante,2025-09-19,13:17,Não,2078.74,8,Pendente
Melissa Pinto,22766.71,705,39,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Andrade da Mata S.A.,Farmácia,2026-03-11,09:58,Não,1021.08,10,Pago
Francisco Santos,21663.62,319,34,Curitiba,PR,Presencial,Venda física via maquininha no balcão da loja.,Borges S/A,Restaurante,2025-06-10,16:55,Não,1902.31,1,Atrasado
Erick Pastor,21370.47,780,39,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Marques Ltda.,Farmácia,2025-08-06,20:48,Não,2930.86,5,Pago
Gabriel Moura,15169.14,959,69,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Moraes Aparecida - EI,Livraria,2026-03-30,08:46,Não,2501.87,8,Pago
Apollo Nogueira,3780.29,614,40,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Brito e Filhos,Restaurante,2025-04-27,12:33,Sim,3232.63,6,Atrasado
Amanda Pereira,16632.0,714,64,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira,Eletrodomésticos,2025-10-26,21:51,Sim,2643.12,8,Pago
Melina Costa,14344.51,610,59,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Monteiro,Loja de Roupas,2026-01-31,12:57,Sim,1084.02,12,Pendente
Arthur Miguel Teixeira,18398.73,849,66,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mota Porto Ltda.,Livraria,2025-07-24,20:56,Não,2444.87,6,Pendente
Miguel Cassiano,16723.62,890,18,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Ramos,Supermercado,2026-02-06,21:47,Não,1355.15,8,Pago
Mariah Gomes,14444.42,870,55,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Oliveira - EI,Supermercado,2025-12-23,06:54,Não,234.59,11,Atrasado
Ana Júlia da Rocha,21090.88,537,70,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Cardoso,Eletrodomésticos,2025-05-10,19:18,Sim,1550.48,9,Pendente
Cecília Farias,19456.81,968,41,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nunes Ltda.,Restaurante,2025-06-01,04:02,Sim,404.67,8,Pago
Heloisa Nascimento,3906.06,447,33,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Oliveira,Loja de Roupas,2025-08-25,20:02,Não,2491.22,8,Atrasado
Juan Moreira,13161.02,869,56,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Teixeira,Farmácia,2025-08-30,13:56,Sim,415.6,8,Atrasado
Daniel Sousa,11291.02,627,44,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Leão - ME,Farmácia,2025-12-02,06:33,Não,614.65,10,Pendente
Ana Beatriz Martins,19781.5,585,18,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Câmara,Eletrodomésticos,2025-06-13,23:22,Não,1528.48,10,Pendente
Anthony Cavalcanti,4817.12,724,49,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Paz S/A,Eletrodomésticos,2025-11-20,17:10,Não,143.14,6,Pendente
Nicolas Aragão,20427.73,1000,53,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Farias da Luz S.A.,Livraria,2025-09-04,04:25,Não,150.16,7,Pago
Brenda Carvalho,2663.68,603,71,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costela,Supermercado,2025-09-02,11:19,Não,190.04,5,Pago
Bruno Aparecida,2961.96,534,27,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Rocha Fernandes - ME,Restaurante,2026-01-05,16:07,Não,1040.58,2,Pendente
Hellena Teixeira,5501.18,920,51,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Alves,Livraria,2025-07-15,17:51,Não,2179.37,9,Atrasado
Josué Vasconcelos,4853.63,787,60,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Farias,Restaurante,2025-11-16,09:00,Sim,3303.82,3,Pago
Maria Flor da Conceição,22497.98,914,37,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Caldeira,Restaurante,2026-03-26,11:11,Não,94.57,1,Pendente
Maria Júlia Lopes,10830.65,315,72,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Vargas,Eletrodomésticos,2025-06-14,10:01,Sim,1845.41,6,Pago
Noah Mendes,9362.81,499,69,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rodrigues,Restaurante,2025-08-27,12:12,Não,2949.94,9,Atrasado
Raul Pereira,2464.97,440,43,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Sampaio,Loja de Roupas,2026-03-20,10:59,Não,624.98,5,Atrasado
Diogo Fonseca,14474.69,936,28,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Macedo Ltda.,Restaurante,2025-09-21,09:47,Sim,706.08,11,Pendente
Ana Laura Costa,8032.85,902,41,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cavalcanti,Farmácia,2025-09-25,21:28,Não,2562.74,9,Pendente
Zoe Ribeiro,13806.73,833,76,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Aragão,Eletrodomésticos,2025-10-11,14:58,Sim,2970.06,6,Pago
Thales Costa,19288.74,300,51,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Abreu,Farmácia,2025-09-23,12:24,Não,829.71,12,Atrasado
Luna Moura,12705.4,707,78,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Farmácia,2025-07-02,21:32,Não,996.55,8,Pago
Luana Aparecida,22104.25,956,65,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,Monteiro S.A.,Supermercado,2025-04-20,09:49,Sim,1669.01,5,Atrasado
Alana Pires,19564.92,312,56,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Duarte Melo Ltda.,Supermercado,2025-11-25,08:11,Não,3361.57,9,Pendente
Augusto Vasconcelos,2153.57,367,77,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Viana,Livraria,2025-12-04,23:15,Não,2664.44,8,Pago
Juan Costela,7398.72,526,29,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Brito,Loja de Roupas,2025-04-30,17:06,Não,3252.6,6,Pendente
Emanuelly Sampaio,18344.17,895,30,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Pereira,Restaurante,2026-01-29,11:27,Não,400.04,6,Pendente
Aylla Barros,22341.65,899,50,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Ribeiro S.A.,Restaurante,2025-10-02,04:04,Não,522.7,6,Atrasado
Lucas Gabriel Gomes,19911.41,713,61,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Dias - EI,Livraria,2025-05-15,16:20,Não,2350.68,8,Pago
Nicolas das Neves,13814.81,642,71,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Albuquerque,Farmácia,2025-10-20,17:06,Não,2312.36,8,Pago
Bárbara Nogueira,19449.36,905,52,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,da Costa,Farmácia,2025-05-22,13:35,Não,3230.34,7,Pago
Maria Fernanda Gomes,5498.93,733,51,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Aragão,Livraria,2025-07-05,07:58,Sim,2681.96,8,Atrasado
Ayla Novais,12950.43,301,80,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Guerra - EI,Eletrodomésticos,2025-04-10,08:05,Não,3026.9,9,Pendente
Leandro Barbosa,17528.9,418,65,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Freitas S/A,Farmácia,2025-10-24,09:48,Não,982.22,3,Pago
Maria Luísa Moraes,13707.02,598,43,Gramado,RS,Presencial,Venda física via maquininha no balcão da loja.,Andrade da Rosa e Filhos,Supermercado,2025-10-18,08:24,Sim,2479.59,1,Atrasado
Helena Borges,5196.57,681,40,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Pires Barros Ltda.,Livraria,2025-07-13,13:24,Sim,2906.22,1,Pago
Vinícius Duarte,8675.73,770,21,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Melo - EI,Farmácia,2026-03-10,10:56,Não,2429.56,8,Atrasado
Ravi Rodrigues,14132.73,389,31,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Novaes,Restaurante,2025-07-23,23:30,Não,55.01,1,Pago
Pietra da Paz,24333.18,618,41,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Pastor S/A,Eletrodomésticos,2025-09-23,16:01,Não,1220.43,9,Pago
Heitor Abreu,21927.38,436,25,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pimenta,Supermercado,2025-07-26,17:23,Sim,122.79,6,Atrasado
Sarah Cirino,21017.85,603,31,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Leão Lima - EI,Livraria,2025-12-20,18:32,Sim,1196.33,9,Atrasado
Antônio Casa Grande,20219.16,620,25,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Sousa S.A.,Restaurante,2025-04-30,16:19,Não,3091.24,11,Pendente
Evelyn Moraes,12309.66,650,22,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Araújo Sampaio - ME,Loja de Roupas,2025-08-07,12:48,Não,2093.92,6,Atrasado
Brenda Cirino,11249.3,741,66,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Jesus da Rosa e Filhos,Farmácia,2026-03-24,04:12,Não,2858.46,3,Pendente
Luiz Fernando Silva,22513.13,625,36,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Luz,Farmácia,2026-03-13,14:08,Não,1972.83,5,Atrasado
Bella da Paz,6770.3,406,50,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Pimenta,Livraria,2025-06-12,01:22,Não,2860.25,4,Atrasado
José Miguel Macedo,18332.69,558,34,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Andrade,Supermercado,2025-05-19,13:48,Não,2029.55,10,Pago
Antônio Aragão,8988.88,796,38,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,da Cunha - EI,Farmácia,2025-06-05,22:16,Não,261.0,2,Atrasado
Olívia Teixeira,11164.96,607,23,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Porto,Supermercado,2025-08-14,12:44,Não,726.67,5,Pendente
Alice Silva,15909.6,858,36,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha S.A.,Farmácia,2025-09-26,18:26,Não,2187.96,2,Atrasado
