Nome_Cliente,Salario_Mensal,Score_Credito,Idade,Cidade,Estado,Metodo_Pagamento,Descricao_Pagamento,Nome_Loja,Categoria_Loja,Data_Compra,Hora_Compra,Final_de_Semana,Valor_Compra,Parcelas,Status_Pagamento
Milena Moraes,17836.96,890,77,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,da Paz Lopes S.A.,Eletrodomésticos,2025-05-22,12:27,Não,3008.23,5,Pago
Olívia Correia,15919.85,578,42,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Cassiano,Supermercado,2025-08-30,18:59,Sim,3024.02,5,Pago
Olivia Ramos,2137.8,462,30,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Alves Mendonça S/A,Supermercado,2026-02-15,14:33,Sim,1274.72,4,Pago
Davi Lucas Sampaio,6295.85,834,42,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Campos Gonçalves - EI,Loja de Roupas,2025-12-25,11:09,Não,1957.87,10,Atrasado
Luiz Fernando Lima,18169.03,838,56,Gramado,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fogaça,Loja de Roupas,2025-05-29,08:18,Não,3265.55,3,Pendente
Caroline Oliveira,11346.91,658,78,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Vieira,Farmácia,2025-05-11,14:07,Sim,3356.06,5,Pago
Alice Garcia,3867.02,778,23,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Marques,Restaurante,2025-10-07,21:37,Não,1759.52,12,Pendente
Amanda Mendes,4580.68,853,52,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Ferreira,Farmácia,2025-05-26,08:11,Não,438.97,1,Pendente
Kevin Abreu,20819.47,849,43,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,da Rosa S/A,Farmácia,2025-11-12,14:02,Não,2339.44,3,Pendente
Levi Pinto,11869.05,567,33,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Cavalcanti e Filhos,Livraria,2025-10-06,16:25,Não,1099.28,7,Pago
Luiz Henrique Guerra,5178.01,869,49,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,Nascimento,Farmácia,2025-09-18,11:09,Não,1882.67,5,Pago
Leonardo Rios,24013.68,503,57,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moura,Eletrodomésticos,2025-11-22,00:24,Sim,552.22,4,Pendente
Apollo Nascimento,23594.85,829,44,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Alves,Restaurante,2025-10-30,01:12,Não,1824.17,2,Pago
Matteo Correia,13541.69,316,37,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Siqueira S.A.,Supermercado,2025-12-28,12:47,Sim,3237.74,4,Atrasado
Maria Luiza Montenegro,7135.35,817,75,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Macedo S.A.,Loja de Roupas,2026-04-03,09:56,Não,1943.85,1,Pago
Eduarda Farias,9671.18,301,33,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moraes,Eletrodomésticos,2025-05-02,23:41,Não,2017.33,1,Pago
Eduardo da Paz,19233.42,829,30,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Rezende Aragão e Filhos,Supermercado,2026-01-24,20:26,Sim,2889.41,7,Atrasado
Carolina Garcia,10028.3,456,57,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Brito,Livraria,2025-05-27,07:28,Não,1815.74,9,Atrasado
Ester Camargo,2739.69,764,67,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Correia - ME,Farmácia,2025-07-20,20:31,Sim,1214.21,10,Pago
Nina Camargo,7109.47,882,53,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Lima,Farmácia,2026-02-22,19:25,Sim,2061.63,2,Atrasado
Lunna Azevedo,24061.77,528,67,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,da Luz,Eletrodomésticos,2025-09-17,02:39,Não,1527.69,12,Pago
João Rocha,24965.93,906,39,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Caldeira Duarte Ltda.,Restaurante,2025-09-28,09:40,Sim,1412.2,10,Pago
Helena Barbosa,13371.09,540,20,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Cunha,Eletrodomésticos,2025-11-02,16:46,Sim,684.11,10,Atrasado
Isis Vieira,20609.1,739,79,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz Moreira - EI,Farmácia,2026-03-22,09:08,Sim,2257.67,3,Pago
Caio Borges,2247.82,555,32,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Pastor Machado S.A.,Supermercado,2026-03-20,14:10,Não,3080.39,5,Pago
Sofia Fogaça,11639.3,308,80,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Fogaça,Eletrodomésticos,2025-05-03,15:53,Sim,1018.85,6,Pendente
Mateus da Cruz,22182.45,575,35,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Martins Moura Ltda.,Farmácia,2025-09-20,20:18,Sim,1733.68,4,Atrasado
Nicolas Machado,18283.97,894,58,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Garcia Gonçalves S.A.,Supermercado,2025-04-09,00:17,Não,2699.82,1,Pendente
Isabelly Moreira,20471.42,531,54,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Brito Cassiano Ltda.,Loja de Roupas,2025-09-29,16:49,Não,2381.97,3,Pendente
Bernardo Viana,9388.94,367,31,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vargas - ME,Livraria,2025-10-22,08:06,Não,2608.19,12,Atrasado
Apollo Cassiano,22898.66,682,39,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Marques Fogaça S.A.,Loja de Roupas,2025-06-10,12:22,Não,1679.6,11,Pendente
Thiago Machado,10061.31,305,48,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Leão Campos - EI,Loja de Roupas,2025-11-17,15:24,Não,3004.42,12,Pendente
Caio Rios,10031.45,697,58,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça,Livraria,2025-10-28,20:12,Não,216.92,6,Pago
Rebeca Vieira,22659.06,625,50,Caxias do Sul,RS,Presencial,Venda física via maquininha no balcão da loja.,Sales S.A.,Loja de Roupas,2026-01-05,15:10,Não,2077.97,10,Pago
Rafaela Lopes,8720.49,847,40,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,da Cruz - EI,Farmácia,2025-06-12,15:13,Não,992.45,5,Atrasado
Yan Mendonça,10686.3,362,76,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Cirino,Livraria,2026-03-28,08:04,Sim,1555.71,4,Pendente
Rodrigo Mendonça,4754.54,918,38,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,Ferreira Dias Ltda.,Restaurante,2025-07-06,16:35,Sim,1447.26,11,Pago
Bárbara Pimenta,21389.58,749,21,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota,Eletrodomésticos,2025-04-23,00:12,Não,1372.85,4,Pago
Fernando Souza,19521.26,474,49,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Cardoso S/A,Loja de Roupas,2025-04-16,21:45,Não,1800.63,8,Pendente
Agatha Pastor,5683.16,464,23,Gramado,RS,Presencial,Venda física via maquininha no balcão da loja.,Aparecida,Livraria,2025-09-23,13:38,Não,498.67,4,Atrasado
Anthony da Mata,20550.7,719,65,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Rios Pinto - EI,Livraria,2025-08-06,15:55,Não,942.26,7,Pendente
Otto Sá,18993.61,693,69,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Leão,Restaurante,2026-01-26,23:53,Não,1422.7,1,Atrasado
Thomas Cassiano,8990.77,465,58,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mota - ME,Supermercado,2025-04-30,06:05,Não,3100.91,7,Atrasado
Isis Pimenta,3887.59,667,63,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz,Livraria,2025-04-16,07:39,Não,594.95,10,Pendente
Oliver Ramos,5811.1,646,44,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Macedo,Loja de Roupas,2026-01-24,11:50,Sim,629.97,12,Pendente
Cauã Ramos,19147.31,970,44,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ramos,Loja de Roupas,2025-12-28,04:04,Sim,1397.05,10,Atrasado
Lorenzo Pereira,22484.17,954,75,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costa Ltda.,Farmácia,2025-08-07,18:19,Não,1566.63,1,Atrasado
Carlos Eduardo Pires,9114.23,689,27,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Andrade - EI,Livraria,2025-12-30,16:10,Não,2054.02,1,Pago
Vitória Aparecida,1715.1,489,22,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rodrigues Ltda.,Restaurante,2025-04-14,00:29,Não,3186.17,10,Atrasado
Maya Moreira,9303.55,451,35,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Barros - ME,Loja de Roupas,2025-06-25,14:39,Não,2574.41,10,Atrasado
Léo Pacheco,11756.35,843,25,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Vieira,Farmácia,2025-04-30,09:20,Não,1791.28,10,Pago
Oliver da Paz,9253.22,417,71,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sales,Farmácia,2025-07-31,03:57,Não,1136.72,11,Pendente
Alice Cardoso,9032.72,392,23,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Fernandes e Filhos,Eletrodomésticos,2025-05-25,15:40,Sim,598.62,1,Pendente
Felipe Caldeira,3620.1,333,54,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Borges - EI,Supermercado,2025-05-01,11:23,Não,1400.15,6,Atrasado
Thiago Marques,20270.24,875,46,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,das Neves da Paz S.A.,Restaurante,2026-01-11,13:13,Sim,2424.29,6,Pago
Ana Luiza Cardoso,21437.16,556,33,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Macedo,Livraria,2025-08-28,11:12,Não,375.53,9,Atrasado
Maria Sophia Pires,3582.03,445,30,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Carvalho Pimenta e Filhos,Eletrodomésticos,2025-05-27,14:26,Não,2706.96,12,Atrasado
Mariane Araújo,1481.61,391,57,São Paulo,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Costela,Eletrodomésticos,2025-06-23,06:41,Não,639.02,2,Pago
Eloá Pastor,4415.63,800,39,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Duarte,Farmácia,2025-09-26,16:50,Não,1305.8,3,Atrasado
Isis da Mota,10800.12,340,71,Feira de Santana,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Pastor,Restaurante,2025-08-15,16:09,Não,2328.23,3,Atrasado
Gabrielly Mendes,19815.73,759,44,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Macedo Montenegro S.A.,Supermercado,2026-01-22,11:29,Não,2500.79,11,Pago
Rodrigo Ribeiro,23330.06,361,58,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Pires S/A,Livraria,2025-04-19,16:47,Sim,1374.26,10,Pago
Maria Júlia Camargo,4568.73,846,77,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Novaes,Eletrodomésticos,2025-12-12,14:25,Não,1159.79,6,Pago
Vitor Gabriel Viana,18518.22,828,40,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Rocha Ltda.,Loja de Roupas,2025-11-05,22:01,Não,1388.11,3,Pendente
Ravi Lucca Souza,18127.82,830,24,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Costa,Restaurante,2025-07-19,16:06,Sim,2641.85,8,Pendente
Luiz Gustavo Costa,5868.15,931,69,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Gomes Leão S/A,Livraria,2025-08-11,11:51,Não,1001.44,3,Atrasado
Vitor Hugo Sales,19963.13,987,77,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Marques,Livraria,2026-02-02,21:45,Não,1028.33,8,Pago
Ana Beatriz Moura,4874.78,876,58,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,da Mata S/A,Loja de Roupas,2026-02-06,15:12,Não,2317.02,5,Pago
Leandro Campos,17940.17,819,58,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Porto,Farmácia,2025-10-08,05:05,Não,1940.59,5,Pago
José Miguel da Mata,24217.51,645,69,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Silveira,Restaurante,2026-02-24,02:32,Não,3319.42,8,Pago
Pietra Dias,17121.05,808,18,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Camargo,Livraria,2026-02-04,17:18,Não,357.32,7,Atrasado
Lucas Gabriel Pastor,23296.36,420,19,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Restaurante,2025-05-24,09:57,Sim,2623.66,6,Pendente
Antony Ribeiro,13597.99,954,43,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Moura,Livraria,2025-09-16,14:02,Não,247.63,2,Atrasado
Breno Moraes,7468.79,329,44,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sampaio,Supermercado,2025-11-23,01:16,Sim,1186.38,6,Atrasado
Dante Nascimento,5717.23,741,50,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Casa Grande,Supermercado,2026-01-20,03:29,Não,2198.42,2,Atrasado
Dom Borges,19624.71,583,78,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Conceição,Livraria,2026-02-28,12:31,Sim,56.01,1,Pendente
Ana Clara Souza,9762.8,870,43,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Jesus,Loja de Roupas,2025-07-10,05:53,Não,1277.26,3,Pendente
Ayla Machado,12970.75,519,31,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vargas,Loja de Roupas,2025-05-31,08:18,Sim,2518.09,7,Atrasado
Aurora Vasconcelos,8390.24,344,47,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Vargas Monteiro S/A,Restaurante,2026-03-21,11:41,Sim,1311.2,11,Pendente
Davi Pimenta,3264.56,942,52,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Costa Pimenta S.A.,Loja de Roupas,2025-09-11,03:57,Não,542.26,3,Pendente
Henry Gabriel da Luz,3971.31,607,34,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Barbosa Caldeira S.A.,Supermercado,2025-11-04,22:31,Não,2184.51,1,Pendente
Maria Flor Pires,4328.53,441,43,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Brito,Supermercado,2025-04-28,14:59,Não,33.88,1,Pendente
Guilherme Alves,11896.39,723,66,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Gonçalves Garcia - EI,Loja de Roupas,2026-02-27,23:06,Não,2349.84,9,Pendente
Augusto Porto,24106.18,442,42,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Cassiano Lima - ME,Supermercado,2025-04-19,10:09,Sim,1729.68,8,Pendente
João Felipe Costa,12145.27,778,55,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Moraes,Restaurante,2026-03-11,15:33,Não,3131.69,12,Atrasado
Arthur Miguel Santos,20853.88,868,30,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Brito,Restaurante,2025-11-02,14:41,Sim,2144.41,6,Pendente
Enzo Barros,15529.74,990,33,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cardoso Correia - EI,Loja de Roupas,2025-11-07,12:28,Não,2712.26,2,Atrasado
Davi Luiz Melo,3993.15,511,50,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Martins Ltda.,Livraria,2025-07-06,14:02,Sim,2700.13,7,Pendente
Natália Pires,19394.41,682,52,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cardoso Ltda.,Supermercado,2025-05-18,18:34,Sim,3397.85,11,Pendente
Luiz Gustavo Cunha,8433.01,558,21,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Costa - EI,Supermercado,2025-12-07,17:22,Sim,534.47,11,Pago
Maria Eduarda Porto,3534.83,706,45,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,da Cruz,Loja de Roupas,2025-10-10,09:30,Não,2586.49,2,Atrasado
João Felipe Rios,8956.78,910,77,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rezende - ME,Loja de Roupas,2025-07-20,14:49,Sim,1861.5,12,Pago
Kaique Pereira,9963.61,526,46,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Sá Jesus - EI,Eletrodomésticos,2025-05-23,08:05,Não,741.97,2,Pago
Theo Correia,3611.22,908,69,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Dias,Farmácia,2026-03-12,14:03,Não,2833.29,2,Pendente
Maria Liz Pastor,3076.85,306,57,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sousa,Eletrodomésticos,2025-08-05,02:11,Não,2395.71,2,Pago
Gael Henrique Camargo,10255.32,443,51,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Montenegro Nogueira - ME,Loja de Roupas,2026-02-01,00:58,Sim,3208.05,1,Pago
Maria Helena Mendonça,21883.54,931,60,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Luz S.A.,Farmácia,2025-09-02,02:19,Não,3344.55,8,Pendente
Olivia Marques,20147.27,769,79,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Conceição Jesus - ME,Supermercado,2025-08-05,02:53,Não,1189.4,7,Pago
João Vitor da Mota,13809.25,774,63,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Moura - ME,Livraria,2025-04-15,13:44,Não,2145.24,10,Pendente
Cauã Martins,10657.35,365,42,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cardoso - ME,Eletrodomésticos,2026-03-07,06:46,Sim,534.97,9,Atrasado
Breno Dias,20064.18,650,64,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Cruz Duarte - ME,Eletrodomésticos,2025-04-16,17:37,Não,3383.2,9,Pendente
Maysa Barros,14019.9,990,79,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Montenegro,Farmácia,2025-05-03,09:02,Sim,1471.29,3,Pendente
Nathan Montenegro,18911.94,814,44,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Novaes Campos Ltda.,Supermercado,2025-05-18,10:33,Sim,2027.67,9,Atrasado
Matheus Ribeiro,12690.82,328,24,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Mendes - ME,Restaurante,2025-09-08,10:48,Não,1771.29,4,Atrasado
Paulo Pinto,15752.97,691,67,Petrópolis,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira - EI,Livraria,2025-06-24,08:35,Não,3436.54,1,Pendente
Otávio Lopes,10816.9,586,23,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Monteiro,Farmácia,2025-06-05,04:06,Não,963.42,12,Pendente
Lucas Nogueira,4285.8,371,55,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Rodrigues,Eletrodomésticos,2025-08-13,14:35,Não,1557.12,8,Pendente
Raquel Martins,23684.22,340,31,Feira de Santana,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Nunes,Livraria,2025-08-19,21:38,Não,2090.43,7,Pago
Maria Eduarda Vieira,16427.79,445,32,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mota - ME,Loja de Roupas,2026-03-10,19:20,Não,705.35,10,Pendente
Isabelly Vieira,21113.66,636,69,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vasconcelos Mendonça Ltda.,Livraria,2025-05-24,18:12,Sim,1032.88,11,Pendente
Ravi Cavalcante,5911.46,667,71,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Carvalho,Supermercado,2025-05-04,15:31,Sim,823.42,10,Pendente
Luiza Cunha,8894.9,727,67,Gramado,RS,Presencial,Venda física via maquininha no balcão da loja.,Borges,Supermercado,2025-07-31,11:28,Não,559.41,12,Atrasado
Ana Lívia Sousa,24811.28,717,54,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Caldeira Andrade - ME,Restaurante,2025-07-05,13:45,Sim,1067.99,8,Atrasado
Ana Clara Campos,3179.98,378,71,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha,Restaurante,2025-05-24,03:32,Sim,1670.25,11,Pendente
Caroline Sousa,2284.67,652,51,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Casa Grande,Livraria,2025-11-26,08:21,Não,1326.18,10,Pendente
Maria Luísa Pacheco,20178.44,498,60,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Martins,Livraria,2026-01-04,14:18,Sim,2428.53,1,Pendente
Thomas Vieira,21447.68,774,62,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Andrade,Restaurante,2025-09-23,06:19,Não,24.04,1,Atrasado
Rafaela Oliveira,7307.95,688,20,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Cassiano Nascimento - EI,Supermercado,2025-07-02,15:06,Não,3285.81,1,Pendente
Enrico Ferreira,9710.82,794,31,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,da Mata Rezende - EI,Supermercado,2025-08-19,08:35,Não,3212.01,6,Pago
Gael da Luz,20300.95,536,66,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nogueira Nunes Ltda.,Eletrodomésticos,2026-01-12,07:49,Não,60.8,1,Atrasado
Luiz Henrique Sá,15511.09,773,27,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota S.A.,Farmácia,2025-04-19,06:19,Sim,1960.43,4,Pago
Leonardo Marques,2507.74,582,44,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Araújo Borges Ltda.,Eletrodomésticos,2026-02-23,18:07,Não,3472.91,4,Pago
Kaique Monteiro,1798.53,706,73,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cruz Cavalcante e Filhos,Supermercado,2025-06-10,05:44,Não,3285.39,3,Pago
Beatriz Castro,16436.98,442,52,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Vieira,Eletrodomésticos,2026-03-10,03:19,Não,3122.43,3,Atrasado
Lara Barros,11796.94,506,30,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,da Cruz - EI,Livraria,2025-09-29,17:16,Não,3290.81,11,Pendente
João Guilherme Camargo,18516.85,345,32,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Alves,Livraria,2025-11-10,11:03,Não,1877.57,9,Pago
Maria Cecília Rezende,20323.6,471,58,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Gonçalves,Farmácia,2025-11-20,00:22,Não,1154.46,11,Pendente
Luara Garcia,24334.33,533,51,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Pastor,Restaurante,2025-09-17,10:00,Não,61.84,1,Atrasado
Eduarda Cavalcanti,2594.61,567,39,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Dias,Farmácia,2025-05-17,03:31,Sim,2985.63,12,Pago
Bianca Caldeira,3682.18,929,36,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Machado,Loja de Roupas,2025-12-20,12:37,Sim,361.51,10,Atrasado
Cauê Borges,23912.13,881,40,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Pinto - ME,Supermercado,2025-04-26,14:33,Sim,817.41,7,Pago
João Pedro Freitas,23651.63,942,18,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Souza,Loja de Roupas,2025-05-22,18:32,Não,3048.52,6,Pago
Maria Julia Lopes,22873.13,318,75,São José dos Campos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rocha Pereira - EI,Farmácia,2025-05-04,10:16,Sim,633.9,9,Pago
Giovanna Duarte,24572.02,986,77,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Vasconcelos S.A.,Eletrodomésticos,2026-01-21,12:11,Não,1564.72,3,Atrasado
Mirella Jesus,18921.03,685,59,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Sales - ME,Eletrodomésticos,2026-03-13,12:47,Não,1468.87,4,Atrasado
José Rezende,14563.54,811,59,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sales Correia S/A,Eletrodomésticos,2025-05-22,02:04,Não,3189.04,6,Atrasado
Gabrielly Sampaio,9064.63,996,61,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fogaça,Restaurante,2025-05-19,04:09,Não,1718.79,8,Atrasado
Olivia Souza,22577.03,744,68,Niterói,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Abreu,Loja de Roupas,2025-08-03,02:29,Sim,3141.85,4,Atrasado
Antony Nunes,19906.84,638,36,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça Pires - EI,Loja de Roupas,2026-03-13,18:20,Não,785.98,8,Pendente
Francisco Santos,18626.81,982,61,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,da Costa,Farmácia,2025-05-03,00:13,Sim,2248.5,7,Pago
Raul Cardoso,4372.52,767,58,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,da Mota S.A.,Supermercado,2025-12-23,11:38,Não,2702.62,10,Pago
Gabriel Peixoto,16601.26,318,25,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,Costela,Supermercado,2025-05-16,15:34,Não,790.92,8,Atrasado
Luiz Fernando da Cruz,17881.41,891,50,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Lima,Loja de Roupas,2026-01-09,04:47,Não,1552.08,3,Pendente
